transaction_id,sender_person_id,sender_account_id,receiver_person_id,receiver_account_id,transaction_datetime,amount_inr,transaction_type,bank_id,branch_id,reference,location_id,case_id
TXN-0000175,P-001661,AC-001661,P-001999,AC-001999,2026-06-24 18:04:56,195077,UPI,BOK-ESAF,BR-189,UTR-6196173968,,CR-2026-2002
TXN-0000176,P-001353,AC-001353,P-000240,AC-000240,2026-05-03 02:23:26,125608,TRANSFER,BOK-SBI,BR-139,UTR-8257029929,,
TXN-0000177,P-000415,AC-000415,P-001821,AC-001821,2026-08-02 05:41:15,149882,RTGS,BOK-HDFC,BR-096,UTR-6113752540,L-000028,CR-2026-2003
TXN-0000178,P-000442,AC-000442,P-000520,AC-000520,2026-08-15 20:55:09,64136,CASH,BOK-SBI,BR-198,UTR-9924036645,,
TXN-0000179,P-001817,AC-001817,P-000875,AC-000875,2026-08-31 16:07:40,32797,UPI,BOK-UCO,BR-157,UTR-6654693721,,
TXN-0000180,P-001848,AC-001848,P-000098,AC-000098,2026-06-21 10:25:45,56941,NEFT,BOK-RBL,BR-009,UTR-9322703829,,
TXN-0000181,P-000798,AC-000798,P-000954,AC-000954,2026-02-09 11:42:41,74336,TRANSFER,BOK-CAN,BR-163,UTR-6045739658,,
TXN-0000182,P-001206,AC-001206,P-000312,AC-000312,2026-01-19 18:04:08,117364,UPI,BOK-INDUS,BR-059,UTR-4519219573,,CR-2026-2017
TXN-0000183,P-001629,AC-001629,P-000194,AC-000194,2026-05-05 03:08:57,153455,NEFT,BOK-CAN,BR-108,UTR-3011453319,,CR-2026-2002
TXN-0000184,P-001806,AC-001806,P-001765,AC-001765,2026-07-14 20:09:45,91295,TRANSFER,BOK-KVB,BR-063,UTR-8901966342,,
TXN-0000185,P-000240,AC-000240,P-000415,AC-000415,2026-07-08 01:38:04,95411,TRANSFER,BOK-UCO,BR-159,UTR-3040509964,,CR-2026-2001
TXN-0000186,P-001864,AC-001864,P-001579,AC-001579,2026-02-20 18:15:40,151512,TRANSFER,BOK-ESAF,BR-113,UTR-3953516468,,CR-2026-2013
TXN-0000187,P-000984,AC-000984,P-000316,AC-000316,2026-07-30 02:47:24,124293,UPI,BOK-DBS,BR-131,UTR-1959466191,,
TXN-0000188,P-000270,AC-000270,P-000646,AC-000646,2026-01-19 18:19:47,120473,TRANSFER,BOK-CBI,BR-098,UTR-1162084602,,CR-2026-2012
TXN-0000189,P-000085,AC-000085,P-001044,AC-001044,2026-01-29 22:51:55,80685,TRANSFER,BOK-PNB,BR-091,UTR-2272973863,,
TXN-0000190,P-001042,AC-001042,P-000652,AC-000652,2026-04-19 20:41:17,7428,CASH,BOK-INDUS,BR-037,UTR-9794262428,L-000101,
TXN-0000191,P-001928,AC-001928,P-000585,AC-000585,2026-04-25 10:29:24,81628,UPI,BOK-KVB,BR-145,UTR-9576783725,L-000012,
TXN-0000192,P-001036,AC-001036,P-001126,AC-001126,2026-08-24 01:35:48,59900,NEFT,BOK-CBI,BR-073,UTR-9071178665,,
TXN-0000193,P-001384,AC-001384,P-000954,AC-000954,2026-08-24 01:22:22,222473,UPI,BOK-CAN,BR-163,UTR-9860174211,,CR-2026-2013
TXN-0000194,P-000798,AC-000798,P-000954,AC-000954,2026-04-29 23:53:30,72217,TRANSFER,BOK-CAN,BR-163,UTR-3484732761,,
TXN-0000195,P-001759,AC-001759,P-000767,AC-000767,2026-08-06 06:09:45,67214,TRANSFER,BOK-IB,BR-190,UTR-5034317901,,CR-2026-2011
TXN-0000196,P-001979,AC-001979,P-001584,AC-001584,2026-04-16 15:30:00,79506,TRANSFER,BOK-PNB,BR-114,UTR-9780496065,,
TXN-0000197,P-000402,AC-000402,P-000456,AC-000456,2026-04-05 06:32:23,81364,UPI,BOK-DBS,BR-022,UTR-7559395985,,
TXN-0000198,P-000472,AC-000472,P-001192,AC-001192,2026-03-20 08:17:44,209456,UPI,BOK-INDUS,BR-210,UTR-8386448190,,
TXN-0000199,P-000279,AC-000279,P-000795,AC-000795,2026-03-01 17:59:43,75581,UPI,BOK-UCO,BR-071,UTR-1389019033,,
TXN-0000200,P-001303,AC-001303,P-000475,AC-000475,2026-01-07 06:36:28,228319,RTGS,BOK-UCO,BR-049,UTR-9885516491,,
TXN-0000201,P-000628,AC-000628,P-000343,AC-000343,2026-06-03 12:43:51,91285,UPI,BOK-BOA,BR-176,UTR-7407133724,,CR-2026-2020
TXN-0000202,P-001663,AC-001663,P-000284,AC-000284,2026-08-22 15:25:33,42439,CASH,BOK-PNB,BR-075,UTR-7279195938,,CR-2026-2013
TXN-0000203,P-001064,AC-001064,P-001989,AC-001989,2026-04-21 04:18:02,105733,UPI,BOK-AXIS,BR-111,UTR-2319573872,L-000139,
TXN-0000204,P-000645,AC-000645,P-001053,AC-001053,2026-02-04 05:42:29,217777,UPI,BOK-BOB,BR-076,UTR-3337124634,,
TXN-0000205,P-001058,AC-001058,P-000668,AC-000668,2026-01-14 07:22:26,3794,NEFT,BOK-YES,BR-094,UTR-8704407057,,
TXN-0000206,P-000549,AC-000549,P-000015,AC-000015,2026-03-22 05:34:39,209355,TRANSFER,BOK-UCO,BR-068,UTR-6473435383,,CR-2026-2013
TXN-0000207,P-001491,AC-001491,P-000197,AC-000197,2026-08-18 01:44:25,29917,TRANSFER,BOK-FED,BR-091,UTR-4593527390,,
TXN-0000208,P-001928,AC-001928,P-000585,AC-000585,2026-02-27 13:24:58,79925,NEFT,BOK-KVB,BR-145,UTR-6006067249,,CR-2026-2013
TXN-0000209,P-001584,AC-001584,P-001759,AC-001759,2026-05-07 12:54:12,74593,UPI,BOK-ESAF,BR-201,UTR-2227082696,,CR-2026-2013
TXN-0000210,P-000549,AC-000549,P-001301,AC-001301,2026-02-02 13:10:20,16880,CASH,BOK-HDFC,BR-125,UTR-9960576272,,
TXN-0000211,P-000471,AC-000471,P-001620,AC-001620,2026-04-16 12:27:18,196832,TRANSFER,BOK-SBI,BR-047,UTR-6007305523,L-000108,
TXN-0000212,P-000034,AC-000034,P-001179,AC-001179,2026-05-29 15:47:42,192312,RTGS,BOK-ESAF,BR-063,UTR-3376711905,,CR-2026-2010
TXN-0000213,P-001071,AC-001071,P-000767,AC-000767,2026-08-30 17:20:17,113203,CASH,BOK-IB,BR-190,UTR-1073792508,,
TXN-0000214,P-001628,AC-001628,P-000023,AC-000023,2026-08-12 17:32:41,174640,RTGS,BOK-BOA,BR-026,UTR-6954903222,,CR-2026-2011
TXN-0000215,P-001935,AC-001935,P-000074,AC-000074,2026-06-28 18:01:15,195456,UPI,BOK-CAN,BR-120,UTR-2643567033,,
TXN-0000216,P-000175,AC-000175,P-001775,AC-001775,2026-07-15 21:04:52,54661,UPI,BOK-UCO,BR-034,UTR-4532898644,,CR-2026-2018
TXN-0000217,P-000914,AC-000914,P-001536,AC-001536,2026-03-31 10:08:42,55666,TRANSFER,BOK-DBS,BR-102,UTR-9389391016,,
TXN-0000218,P-000905,AC-000905,P-001516,AC-001516,2026-06-11 01:18:09,214780,CASH,BOK-DBS,BR-149,UTR-7903516235,,
TXN-0000219,P-001630,AC-001630,P-000339,AC-000339,2026-05-16 13:17:20,233341,UPI,BOK-ESAF,BR-052,UTR-3008668972,,
TXN-0000220,P-001068,AC-001068,P-000673,AC-000673,2026-07-18 10:37:25,119529,NEFT,BOK-BOB,BR-161,UTR-6891959362,,
TXN-0000221,P-000157,AC-000157,P-000846,AC-000846,2026-01-23 10:09:02,39057,TRANSFER,BOK-CBI,BR-199,UTR-6286029062,L-000158,
TXN-0000222,P-001685,AC-001685,P-000080,AC-000080,2026-05-11 10:20:01,152925,RTGS,BOK-SBI,BR-025,UTR-7452272101,,
TXN-0000223,P-000501,AC-000501,P-000477,AC-000477,2026-06-03 19:41:59,66239,TRANSFER,BOK-FED,BR-067,UTR-8552905493,,CR-2026-2015
TXN-0000224,P-000100,AC-000100,P-001826,AC-001826,2026-02-21 02:57:58,61490,UPI,BOK-CBI,BR-099,UTR-1570125161,,
TXN-0000225,P-000574,AC-000574,P-001775,AC-001775,2026-07-13 04:14:19,72991,TRANSFER,BOK-UCO,BR-034,UTR-6689558352,,CR-2026-2017
TXN-0000226,P-000344,AC-000344,P-000933,AC-000933,2026-06-09 10:25:58,58247,NEFT,BOK-BOB,BR-192,UTR-1285318190,,CR-2026-2009
TXN-0000227,P-000280,AC-000280,P-000635,AC-000635,2026-03-17 11:44:16,244671,RTGS,BOK-UCO,BR-110,UTR-2789746709,,CR-2026-2017
TXN-0000228,P-001668,AC-001668,P-001342,AC-001342,2026-05-27 14:06:07,30840,UPI,BOK-ICICI,BR-012,UTR-9722134963,,
TXN-0000229,P-001127,AC-001127,P-000964,AC-000964,2026-06-27 11:46:35,25988,NEFT,BOK-PNB,BR-053,UTR-3123062711,,
TXN-0000230,P-001314,AC-001314,P-000403,AC-000403,2026-07-13 01:45:23,100245,RTGS,BOK-BOA,BR-117,UTR-1748467278,,
TXN-0000231,P-001312,AC-001312,P-000143,AC-000143,2026-02-20 16:44:35,171441,TRANSFER,BOK-BOA,BR-117,UTR-5109208893,L-000033,
TXN-0000232,P-000657,AC-000657,P-001778,AC-001778,2026-07-14 06:20:23,195985,NEFT,BOK-RBL,BR-138,UTR-2262975516,,CR-2026-2005
TXN-0000233,P-001100,AC-001100,P-000938,AC-000938,2026-07-12 09:26:49,25204,UPI,BOK-RBL,BR-040,UTR-2699531774,,CR-2026-2010
TXN-0000234,P-000767,AC-000767,P-001256,AC-001256,2026-08-02 23:35:47,61202,UPI,BOK-DBS,BR-076,UTR-1929813171,,CR-2026-2020
TXN-0000235,P-001718,AC-001718,P-001663,AC-001663,2026-01-15 03:52:14,146236,RTGS,BOK-BOA,BR-096,UTR-4413377235,L-000124,CR-2026-2007
TXN-0000236,P-000187,AC-000187,P-001584,AC-001584,2026-04-22 16:09:09,111024,TRANSFER,BOK-PNB,BR-114,UTR-9090172780,,
TXN-0000237,P-001584,AC-001584,P-001759,AC-001759,2026-08-03 14:22:26,73436,UPI,BOK-ESAF,BR-201,UTR-8776374244,L-000139,
TXN-0000238,P-000789,AC-000789,P-001752,AC-001752,2026-01-07 09:42:04,45339,UPI,BOK-INDUS,BR-130,UTR-3152772419,,
TXN-0000239,P-001531,AC-001531,P-000866,AC-000866,2026-05-12 22:32:49,78394,UPI,BOK-CBI,BR-186,UTR-8411121246,,
TXN-0000240,P-001522,AC-001522,P-001848,AC-001848,2026-05-28 16:38:06,68619,TRANSFER,BOK-YES,BR-026,UTR-1008403948,,
TXN-0000241,P-000793,AC-000793,P-000320,AC-000320,2026-08-13 03:01:42,68547,TRANSFER,BOK-SBI,BR-011,UTR-9539661200,,CR-2026-2017
TXN-0000242,P-001507,AC-001507,P-000824,AC-000824,2026-08-23 06:44:46,170386,TRANSFER,BOK-PNB,BR-087,UTR-7602656410,,
TXN-0000243,P-000335,AC-000335,P-000073,AC-000073,2026-05-19 07:08:56,141450,UPI,BOK-BOB,BR-087,UTR-2340813562,,CR-2026-2014
TXN-0000244,P-000166,AC-000166,P-000551,AC-000551,2026-06-20 10:55:38,29205,CASH,BOK-IDFC,BR-092,UTR-8859687392,,CR-2026-2018
TXN-0000245,P-000608,AC-000608,P-000064,AC-000064,2026-07-16 00:31:35,244371,UPI,BOK-PNB,BR-018,UTR-3434951978,,
TXN-0000246,P-000806,AC-000806,P-001471,AC-001471,2026-01-17 15:13:09,193564,NEFT,BOK-IDFC,BR-181,UTR-2972297314,,CR-2026-2009
TXN-0000247,P-000402,AC-000402,P-000456,AC-000456,2026-04-21 01:18:25,81318,UPI,BOK-DBS,BR-022,UTR-4495926647,,
TXN-0000248,P-000163,AC-000163,P-001081,AC-001081,2026-04-03 05:24:11,151550,TRANSFER,BOK-HDFC,BR-006,UTR-5183642760,,CR-2026-2010
TXN-0000249,P-001948,AC-001948,P-000862,AC-000862,2026-07-06 01:26:11,150827,UPI,BOK-ICICI,BR-192,UTR-1070129182,,
TXN-0000250,P-001790,AC-001790,P-001620,AC-001620,2026-05-12 06:57:25,139348,CASH,BOK-SBI,BR-047,UTR-1953812675,,
TXN-0000251,P-000323,AC-000323,P-001046,AC-001046,2026-05-23 13:14:31,100789,CASH,BOK-CBI,BR-129,UTR-9668695500,,CR-2026-2004
TXN-0000252,P-000866,AC-000866,P-000442,AC-000442,2026-01-24 00:42:48,73240,RTGS,BOK-ICICI,BR-071,UTR-1673008510,,CR-2026-2020
TXN-0000253,P-001261,AC-001261,P-001661,AC-001661,2026-03-19 14:47:03,90758,RTGS,BOK-HDFC,BR-161,UTR-1506041329,,
TXN-0000254,P-000790,AC-000790,P-001020,AC-001020,2026-05-27 12:32:21,26250,UPI,BOK-SBI,BR-031,UTR-8084602279,,
TXN-0000255,P-001824,AC-001824,P-000279,AC-000279,2026-08-14 08:16:41,78080,UPI,BOK-ESAF,BR-145,UTR-4252335264,,CR-2026-2019
TXN-0000256,P-001258,AC-001258,P-001847,AC-001847,2026-06-20 06:53:51,65938,UPI,BOK-IB,BR-059,UTR-5816157241,,
TXN-0000257,P-000379,AC-000379,P-001101,AC-001101,2026-02-24 14:15:56,190450,UPI,BOK-HDFC,BR-083,UTR-5093238435,,
TXN-0000258,P-001952,AC-001952,P-000770,AC-000770,2026-06-11 03:14:13,29626,RTGS,BOK-CUB,BR-141,UTR-9947433780,,CR-2026-2019
TXN-0000259,P-001472,AC-001472,P-000501,AC-000501,2026-02-17 00:25:42,67678,RTGS,BOK-HDFC,BR-181,UTR-4133216244,,
TXN-0000260,P-001622,AC-001622,P-001847,AC-001847,2026-04-27 15:37:45,74692,RTGS,BOK-IB,BR-059,UTR-9840334588,,
TXN-0000261,P-000582,AC-000582,P-001073,AC-001073,2026-07-09 09:17:33,78313,CASH,BOK-BOB,BR-142,UTR-4707745494,,
TXN-0000262,P-001513,AC-001513,P-001472,AC-001472,2026-08-18 22:19:19,74189,CASH,BOK-INDUS,BR-046,UTR-5532491557,,CR-2026-2002
TXN-0000263,P-001366,AC-001366,P-001289,AC-001289,2026-02-04 14:27:31,183189,CASH,BOK-AXIS,BR-167,UTR-3606624736,,
TXN-0000264,P-001644,AC-001644,P-000464,AC-000464,2026-06-22 11:53:20,61242,UPI,BOK-PNB,BR-178,UTR-6547217809,,
TXN-0000265,P-001378,AC-001378,P-001704,AC-001704,2026-02-26 01:15:30,19915,TRANSFER,BOK-PNB,BR-209,UTR-9926878144,,
TXN-0000266,P-001288,AC-001288,P-001219,AC-001219,2026-02-03 07:16:54,78781,NEFT,BOK-ESAF,BR-036,UTR-3569281501,L-000031,CR-2026-2006
TXN-0000267,P-001042,AC-001042,P-001559,AC-001559,2026-01-03 15:49:53,206298,UPI,BOK-ESAF,BR-176,UTR-3054782494,,
TXN-0000268,P-000197,AC-000197,P-001684,AC-001684,2026-07-11 23:38:52,57270,RTGS,BOK-PNB,BR-012,UTR-7261707082,,CR-2026-2016
TXN-0000269,P-001035,AC-001035,P-001728,AC-001728,2026-03-22 15:14:46,167803,CASH,BOK-YES,BR-040,UTR-2885568723,,
TXN-0000270,P-000265,AC-000265,P-001376,AC-001376,2026-06-23 15:10:10,20409,CASH,BOK-DBS,BR-130,UTR-2257457074,,
TXN-0000271,P-000748,AC-000748,P-000214,AC-000214,2026-04-04 09:44:10,111433,RTGS,BOK-CAN,BR-035,UTR-6110658233,,CR-2026-2007
TXN-0000272,P-001180,AC-001180,P-001724,AC-001724,2026-03-13 10:40:43,249128,TRANSFER,BOK-PNB,BR-063,UTR-8634551338,,CR-2026-2006
TXN-0000273,P-001857,AC-001857,P-001779,AC-001779,2026-08-25 05:53:02,79515,NEFT,BOK-ESAF,BR-007,UTR-6361338735,,
TXN-0000274,P-000501,AC-000501,P-000477,AC-000477,2026-03-15 17:55:32,66153,TRANSFER,BOK-FED,BR-067,UTR-3827946492,,
TXN-0000275,P-000656,AC-000656,P-000873,AC-000873,2026-05-25 21:34:52,144708,RTGS,BOK-BOB,BR-014,UTR-3229643753,,
TXN-0000276,P-001128,AC-001128,P-001640,AC-001640,2026-01-22 12:02:04,207338,TRANSFER,BOK-SBI,BR-111,UTR-7182152132,,
TXN-0000277,P-001432,AC-001432,P-000380,AC-000380,2026-04-30 15:40:28,216295,TRANSFER,BOK-SBI,BR-032,UTR-1103603406,,CR-2026-2013
TXN-0000278,P-001863,AC-001863,P-001136,AC-001136,2026-08-16 06:35:02,48035,CASH,BOK-DBS,BR-148,UTR-1126306934,,
TXN-0000279,P-001641,AC-001641,P-000981,AC-000981,2026-04-30 07:38:42,240916,UPI,BOK-HDFC,BR-134,UTR-9224555699,,CR-2026-2008
TXN-0000280,P-001044,AC-001044,P-001258,AC-001258,2026-01-25 21:15:12,71294,CASH,BOK-RBL,BR-075,UTR-4144562426,,CR-2026-2014
TXN-0000281,P-000279,AC-000279,P-000795,AC-000795,2026-02-24 00:23:39,72638,TRANSFER,BOK-UCO,BR-071,UTR-6804395376,,CR-2026-2012
TXN-0000282,P-001472,AC-001472,P-000501,AC-000501,2026-05-01 23:04:59,68720,TRANSFER,BOK-HDFC,BR-181,UTR-4097651664,,CR-2026-2017
TXN-0000283,P-000795,AC-000795,P-000502,AC-000502,2026-02-07 18:13:32,66980,UPI,BOK-ICICI,BR-070,UTR-6866267058,,CR-2026-2014
TXN-0000284,P-000004,AC-000004,P-000297,AC-000297,2026-07-19 23:17:41,148827,CASH,BOK-FED,BR-186,UTR-3750213686,,CR-2026-2012
TXN-0000285,P-001179,AC-001179,P-000124,AC-000124,2026-06-02 18:06:19,104452,UPI,BOK-PNB,BR-065,UTR-7068132179,,
TXN-0000286,P-000914,AC-000914,P-001536,AC-001536,2026-03-20 07:30:31,56402,CASH,BOK-DBS,BR-102,UTR-7781064772,,
TXN-0000287,P-000889,AC-000889,P-001329,AC-001329,2026-07-07 19:58:05,103551,UPI,BOK-AXIS,BR-198,UTR-4229971905,,
TXN-0000288,P-001738,AC-001738,P-000390,AC-000390,2026-01-02 19:12:44,70061,TRANSFER,BOK-CUB,BR-024,UTR-7599604620,,
TXN-0000289,P-000044,AC-000044,P-001115,AC-001115,2026-06-30 07:48:04,197296,TRANSFER,BOK-UCO,BR-056,UTR-2734018623,,
TXN-0000290,P-001344,AC-001344,P-000107,AC-000107,2026-01-26 14:43:03,215860,UPI,BOK-IB,BR-209,UTR-6757007020,,CR-2026-2011
TXN-0000291,P-000726,AC-000726,P-001738,AC-001738,2026-02-04 09:44:06,78321,UPI,BOK-RBL,BR-159,UTR-3021497303,,
TXN-0000292,P-000668,AC-000668,P-001352,AC-001352,2026-01-02 04:55:09,57342,RTGS,BOK-INDUS,BR-175,UTR-8682388698,,
TXN-0000293,P-000379,AC-000379,P-000134,AC-000134,2026-05-27 00:42:44,71064,CASH,BOK-CAN,BR-029,UTR-3543879212,,
TXN-0000294,P-000786,AC-000786,P-000575,AC-000575,2026-03-20 17:44:48,142656,NEFT,BOK-UCO,BR-030,UTR-1832361909,,CR-2026-2008
TXN-0000295,P-001734,AC-001734,P-000544,AC-000544,2026-03-04 15:35:54,73653,UPI,BOK-PNB,BR-068,UTR-7786783511,,CR-2026-2018
TXN-0000296,P-001921,AC-001921,P-001273,AC-001273,2026-03-14 10:54:35,90436,UPI,BOK-BOB,BR-017,UTR-1764181446,,CR-2026-2005
TXN-0000297,P-000134,AC-000134,P-000046,AC-000046,2026-08-29 13:36:48,150646,TRANSFER,BOK-CBI,BR-178,UTR-7369661686,,
TXN-0000298,P-000464,AC-000464,P-000515,AC-000515,2026-08-06 21:08:25,144286,UPI,BOK-UCO,BR-185,UTR-7227504694,,CR-2026-2001
TXN-0000299,P-000732,AC-000732,P-000945,AC-000945,2026-02-21 03:55:24,62686,TRANSFER,BOK-KVB,BR-014,UTR-8496641017,,CR-2026-2015
TXN-0000300,P-001847,AC-001847,P-001863,AC-001863,2026-06-15 07:14:32,57293,UPI,BOK-BOA,BR-131,UTR-7227428267,,
TXN-0000301,P-000395,AC-000395,P-000983,AC-000983,2026-07-04 11:19:22,218778,TRANSFER,BOK-BOA,BR-001,UTR-9336023000,,CR-2026-2006
TXN-0000302,P-001531,AC-001531,P-001513,AC-001513,2026-05-26 00:28:41,80956,RTGS,BOK-BOB,BR-027,UTR-3683289780,,
TXN-0000303,P-001734,AC-001734,P-000992,AC-000992,2026-06-17 21:56:07,107256,TRANSFER,BOK-INDUS,BR-059,UTR-4055159495,,CR-2026-2018
TXN-0000304,P-001288,AC-001288,P-001219,AC-001219,2026-04-18 03:33:49,80905,UPI,BOK-ESAF,BR-036,UTR-5228226469,,
TXN-0000305,P-000175,AC-000175,P-001402,AC-001402,2026-06-13 01:15:20,51267,UPI,BOK-ICICI,BR-002,UTR-5394503174,,
TXN-0000306,P-001984,AC-001984,P-000256,AC-000256,2026-08-26 22:15:41,227641,RTGS,BOK-DBS,BR-173,UTR-1230174409,,
TXN-0000307,P-000574,AC-000574,P-001775,AC-001775,2026-02-08 19:35:08,73247,NEFT,BOK-UCO,BR-034,UTR-1414626644,L-000015,CR-2026-2006
TXN-0000308,P-000456,AC-000456,P-000760,AC-000760,2026-03-27 19:38:56,72301,UPI,BOK-SBI,BR-208,UTR-2045264575,,
TXN-0000309,P-001738,AC-001738,P-000390,AC-000390,2026-05-14 08:51:03,68830,NEFT,BOK-CUB,BR-024,UTR-6998964074,,CR-2026-2005
TXN-0000310,P-001223,AC-001223,P-000964,AC-000964,2026-04-15 03:47:01,99831,CASH,BOK-PNB,BR-053,UTR-1977611352,L-000055,
TXN-0000311,P-000092,AC-000092,P-000655,AC-000655,2026-06-10 11:04:04,224739,RTGS,BOK-UCO,BR-057,UTR-1688591647,,CR-2026-2016
TXN-0000312,P-001548,AC-001548,P-001580,AC-001580,2026-05-04 10:51:45,74138,UPI,BOK-SBI,BR-041,UTR-7192599002,,CR-2026-2010
TXN-0000313,P-000240,AC-000240,P-000011,AC-000011,2026-06-05 17:26:31,9910,CASH,BOK-IDFC,BR-037,UTR-9502242166,,CR-2026-2018
TXN-0000314,P-001531,AC-001531,P-000866,AC-000866,2026-02-23 19:21:23,80634,TRANSFER,BOK-CBI,BR-186,UTR-4146388832,L-000155,
TXN-0000315,P-000173,AC-000173,P-001068,AC-001068,2026-02-11 06:36:31,131310,RTGS,BOK-YES,BR-099,UTR-8454167733,,
TXN-0000316,P-000558,AC-000558,P-001409,AC-001409,2026-03-02 19:09:03,212292,TRANSFER,BOK-AXIS,BR-155,UTR-7725079782,,
TXN-0000317,P-000894,AC-000894,P-000891,AC-000891,2026-05-01 10:03:42,26627,RTGS,BOK-IDFC,BR-015,UTR-8888899938,,CR-2026-2013
TXN-0000318,P-001531,AC-001531,P-001513,AC-001513,2026-08-20 20:05:59,80243,TRANSFER,BOK-BOB,BR-027,UTR-8415552909,,
TXN-0000319,P-001955,AC-001955,P-001674,AC-001674,2026-02-15 13:02:16,157585,TRANSFER,BOK-CAN,BR-001,UTR-3205029516,,
TXN-0000320,P-000181,AC-000181,P-000524,AC-000524,2026-02-05 10:36:33,19115,TRANSFER,BOK-PNB,BR-130,UTR-2935816783,,
TXN-0000321,P-000819,AC-000819,P-000706,AC-000706,2026-05-26 21:26:48,177741,RTGS,BOK-CBI,BR-217,UTR-7406685615,,
TXN-0000322,P-000358,AC-000358,P-001187,AC-001187,2026-07-25 13:24:52,77142,UPI,BOK-IB,BR-024,UTR-8014497245,,CR-2026-2009
TXN-0000323,P-000905,AC-000905,P-000330,AC-000330,2026-02-28 15:11:37,237147,CASH,BOK-CUB,BR-111,UTR-9485292693,L-000175,
TXN-0000324,P-000590,AC-000590,P-001172,AC-001172,2026-01-08 03:16:06,165792,UPI,BOK-INDUS,BR-141,UTR-3565644894,,
TXN-0000325,P-001044,AC-001044,P-001258,AC-001258,2026-01-07 20:09:46,72205,CASH,BOK-RBL,BR-075,UTR-6371256626,,
TXN-0000326,P-001588,AC-001588,P-001094,AC-001094,2026-01-16 13:55:39,219185,TRANSFER,BOK-CAN,BR-148,UTR-6464982634,,CR-2026-2009
TXN-0000327,P-001444,AC-001444,P-001243,AC-001243,2026-07-17 08:14:19,130819,TRANSFER,BOK-BOA,BR-164,UTR-6763129635,,CR-2026-2004
TXN-0000328,P-001863,AC-001863,P-001136,AC-001136,2026-06-01 03:00:50,48846,RTGS,BOK-DBS,BR-148,UTR-9581047614,,
TXN-0000329,P-000502,AC-000502,P-001932,AC-001932,2026-06-01 21:17:55,58839,UPI,BOK-INDUS,BR-178,UTR-9546028321,,CR-2026-2017
TXN-0000330,P-000811,AC-000811,P-001530,AC-001530,2026-05-15 19:22:48,26312,UPI,BOK-CUB,BR-141,UTR-9976278462,,
TXN-0000331,P-000565,AC-000565,P-001036,AC-001036,2026-08-18 02:52:52,139510,TRANSFER,BOK-DBS,BR-141,UTR-6985924310,L-000072,
TXN-0000332,P-001219,AC-001219,P-000529,AC-000529,2026-06-15 20:28:56,72821,TRANSFER,BOK-AXIS,BR-132,UTR-6018604928,L-000014,CR-2026-2001
TXN-0000333,P-001620,AC-001620,P-001998,AC-001998,2026-07-28 17:23:03,197480,RTGS,BOK-RBL,BR-092,UTR-1640993588,,CR-2026-2003
TXN-0000334,P-001948,AC-001948,P-001622,AC-001622,2026-05-06 07:32:47,222905,NEFT,BOK-ICICI,BR-023,UTR-2483809234,,CR-2026-2019
TXN-0000335,P-000270,AC-000270,P-001937,AC-001937,2026-01-23 05:54:15,139015,UPI,BOK-FED,BR-024,UTR-4739708262,,
TXN-0000336,P-000402,AC-000402,P-000456,AC-000456,2026-04-18 08:35:44,79807,CASH,BOK-DBS,BR-022,UTR-4946957555,,CR-2026-2020
TXN-0000337,P-000516,AC-000516,P-001044,AC-001044,2026-01-17 05:30:56,20243,CASH,BOK-PNB,BR-091,UTR-5515315507,,CR-2026-2008
TXN-0000338,P-001824,AC-001824,P-000279,AC-000279,2026-03-10 18:59:05,81860,UPI,BOK-ESAF,BR-145,UTR-2906693453,,
TXN-0000339,P-000850,AC-000850,P-000863,AC-000863,2026-07-04 23:32:41,47295,CASH,BOK-BOA,BR-072,UTR-2192076904,,
TXN-0000340,P-001074,AC-001074,P-001449,AC-001449,2026-01-19 14:58:51,249113,UPI,BOK-AXIS,BR-151,UTR-1789083602,L-000018,
TXN-0000341,P-000790,AC-000790,P-001033,AC-001033,2026-01-22 07:35:10,35763,CASH,BOK-BOB,BR-047,UTR-9690233876,,
TXN-0000342,P-000327,AC-000327,P-000466,AC-000466,2026-04-26 05:19:17,159161,CASH,BOK-CBI,BR-085,UTR-6152727327,,
TXN-0000343,P-000944,AC-000944,P-000731,AC-000731,2026-04-08 06:06:56,185837,TRANSFER,BOK-IDFC,BR-160,UTR-3978117770,,
TXN-0000344,P-001322,AC-001322,P-001255,AC-001255,2026-03-22 21:28:02,203345,TRANSFER,BOK-UCO,BR-040,UTR-5058561544,,
TXN-0000345,P-000724,AC-000724,P-001775,AC-001775,2026-04-05 09:58:47,94112,CASH,BOK-UCO,BR-034,UTR-5385425533,,CR-2026-2007
TXN-0000346,P-001463,AC-001463,P-001725,AC-001725,2026-01-12 18:38:22,79218,TRANSFER,BOK-KVB,BR-092,UTR-6580478618,L-000179,
TXN-0000347,P-001928,AC-001928,P-000585,AC-000585,2026-05-25 15:47:45,78189,UPI,BOK-KVB,BR-145,UTR-3499971910,,
TXN-0000348,P-000683,AC-000683,P-000068,AC-000068,2026-06-27 16:59:28,53297,RTGS,BOK-YES,BR-105,UTR-1345777597,L-000077,
TXN-0000349,P-000954,AC-000954,P-000860,AC-000860,2026-05-09 00:33:56,64874,TRANSFER,BOK-SBI,BR-051,UTR-9214868459,,
TXN-0000350,P-001232,AC-001232,P-001369,AC-001369,2026-05-16 13:33:16,118505,TRANSFER,BOK-AXIS,BR-092,UTR-7926136238,,
