call_id,caller_person_id,caller_phone_id,caller_phone,receiver_person_id,receiver_phone_id,receiver_phone,call_datetime,duration_seconds,call_type,cell_tower_id,cell_tower_location_id,cell_tower_location,case_id
CAL-0000141,P-000094,PH-000513,+91-2608805017,P-000278,PH-000568,+91-2259572446,2026-02-18 06:55:30,2165,OUTGOING,TWR-0334,L-000048,"Auto Nagar, Nagercoil",CR-2026-2017
CAL-0000142,P-001227,PH-000707,+91-0725178637,P-001969,PH-000269,+91-2338655963,2026-07-05 03:56:34,2637,INCOMING,TWR-0174,L-000092,"Old Town, Cuddalore",CR-2026-2020
CAL-0000143,P-001032,PH-000381,+91-1025625889,P-000773,PH-000995,+91-6121377306,2026-03-06 23:17:21,2189,INCOMING,TWR-0105,L-000147,"Port Area, Tiruchirappalli",
CAL-0000144,P-000754,PH-000260,+91-8065333153,P-001978,PH-000937,+91-6919284552,2026-04-15 17:47:30,601,INCOMING,TWR-0124,L-000116,"Highway Junction, Vellore",
CAL-0000145,P-000163,PH-000287,+91-9966361863,P-001927,PH-000840,+91-1659726347,2026-01-30 09:50:30,2600,INCOMING,TWR-0122,L-000171,"Warehouse Zone, Coimbatore",
CAL-0000146,P-000838,PH-000553,+91-5857567667,P-001601,PH-000261,+91-7795995946,2026-07-28 16:30:44,1372,INCOMING,TWR-0312,L-000046,"Bus Stand, Thanjavur",
CAL-0000147,P-001251,PH-000173,+91-9081081866,P-001471,PH-000669,+91-0562271043,2026-08-15 22:28:31,291,INCOMING,TWR-0084,L-000016,"University Road, Karur",
CAL-0000148,P-000837,PH-000033,+91-9825309251,P-001755,PH-000658,+91-1739063757,2026-05-30 22:15:10,3202,OUTGOING,TWR-0245,L-000090,"Warehouse Zone, Salem",
CAL-0000149,P-000687,PH-000812,+91-2906032020,P-001323,PH-000398,+91-6502374167,2026-02-14 17:00:21,0,MISSED,TWR-0248,L-000121,"Residential Colony, Nagercoil",
CAL-0000150,P-000689,PH-000523,+91-5398854728,P-001980,PH-000469,+91-5155973714,2026-01-04 08:09:14,3065,OUTGOING,TWR-0018,L-000042,"Market Road, Dindigul",
CAL-0000151,P-001901,PH-000711,+91-9613273034,P-000230,PH-000739,+91-4722640857,2026-02-22 02:10:32,1092,OUTGOING,TWR-0191,L-000105,"Bypass, Tirunelveli",
CAL-0000152,P-000837,PH-000033,+91-9825309251,P-001755,PH-000658,+91-1739063757,2026-01-07 03:06:56,3009,OUTGOING,TWR-0184,L-000132,"Market Road, Karur",
CAL-0000153,P-000468,PH-000024,+91-9855460158,P-000046,PH-000357,+91-2086567566,2026-04-21 17:22:17,2642,OUTGOING,TWR-0350,L-000048,"Auto Nagar, Nagercoil",
CAL-0000154,P-001886,PH-000650,+91-8634255638,P-000596,PH-000258,+91-8549822749,2026-07-28 13:51:40,1485,OUTGOING,TWR-0346,L-000054,"Warehouse Zone, Cuddalore",CR-2026-2017
CAL-0000155,P-000173,PH-000659,+91-9145211823,P-001103,PH-000495,+91-4421175361,2026-08-02 12:13:00,68,OUTGOING,TWR-0001,L-000021,"Old Town, Coimbatore",CR-2026-2013
CAL-0000156,P-000930,PH-000066,+91-9242437540,P-001210,PH-000442,+91-3058721055,2026-03-31 23:58:22,1385,INCOMING,TWR-0363,L-000034,"Technology Park, Erode",CR-2026-2012
CAL-0000157,P-001529,PH-000831,+91-4485645101,P-001535,PH-000105,+91-9121535396,2026-08-04 09:19:10,2246,INCOMING,TWR-0385,L-000164,"SIPCOT, Hosur",CR-2026-2014
CAL-0000158,P-000542,PH-000240,+91-7030453194,P-001846,PH-000306,+91-3106005313,2026-07-28 04:06:43,2145,OUTGOING,TWR-0352,L-000181,"Highway Junction, Chennai",
CAL-0000159,P-000470,PH-000340,+91-9655553566,P-000993,PH-000158,+91-2572870320,2026-08-26 18:14:12,2962,OUTGOING,TWR-0082,L-000016,"University Road, Karur",
CAL-0000160,P-001799,PH-000091,+91-6711207545,P-000713,PH-000001,+91-1891371894,2026-03-06 14:16:47,742,OUTGOING,TWR-0362,L-000054,"Warehouse Zone, Cuddalore",
CAL-0000161,P-000163,PH-000287,+91-9966361863,P-001068,PH-000491,+91-3110609209,2026-03-24 23:41:48,1173,OUTGOING,TWR-0180,L-000193,"Grain Market, Tirunelveli",
CAL-0000162,P-000367,PH-000201,+91-8455048926,P-001510,PH-000127,+91-9690835723,2026-03-31 00:48:42,2200,OUTGOING,TWR-0279,L-000130,"Auto Nagar, Nagapattinam",CR-2026-2004
CAL-0000163,P-001555,PH-000446,+91-1096227284,P-001202,PH-000920,+91-9102312110,2026-06-10 09:04:01,2876,OUTGOING,TWR-0216,L-000008,"Bus Stand, Hosur",
CAL-0000164,P-001459,PH-000865,+91-0908144152,P-001690,PH-000917,+91-4171581021,2026-08-25 09:35:50,3558,INCOMING,TWR-0213,L-000176,"Auto Nagar, Krishnagiri",
CAL-0000165,P-000035,PH-000634,+91-7827411767,P-001863,PH-000146,+91-0089317342,2026-08-23 19:48:06,946,INCOMING,TWR-0333,L-000052,"Bus Stand, Erode",
CAL-0000166,P-001603,PH-000125,+91-8536649878,P-001254,PH-000879,+91-4606664374,2026-03-10 00:00:01,3354,OUTGOING,TWR-0200,L-000082,"Highway Junction, Nagercoil",
CAL-0000167,P-000004,PH-000231,+91-6718325823,P-001548,PH-000639,+91-2318306178,2026-01-11 09:54:32,2560,INCOMING,TWR-0160,L-000171,"Warehouse Zone, Coimbatore",
CAL-0000168,P-000900,PH-000695,+91-8720962893,P-000741,PH-000846,+91-3337320430,2026-05-09 01:35:42,1853,OUTGOING,TWR-0201,L-000067,"Market Road, Nagercoil",
CAL-0000169,P-001493,PH-000317,+91-3553380339,P-000556,PH-000554,+91-0806129439,2026-04-01 07:40:18,1062,OUTGOING,TWR-0288,L-000181,"Highway Junction, Chennai",CR-2026-2008
CAL-0000170,P-000522,PH-000912,+91-4384807520,P-000445,PH-000095,+91-0714014011,2026-03-12 20:20:26,2505,INCOMING,TWR-0192,L-000090,"Warehouse Zone, Salem",CR-2026-2008
CAL-0000171,P-000094,PH-000513,+91-2608805017,P-000278,PH-000568,+91-2259572446,2026-05-01 08:10:44,352,OUTGOING,TWR-0080,L-000048,"Auto Nagar, Nagercoil",
CAL-0000172,P-000094,PH-000513,+91-2608805017,P-000278,PH-000568,+91-2259572446,2026-07-11 04:26:24,3452,OUTGOING,TWR-0143,L-000008,"Bus Stand, Hosur",
CAL-0000173,P-001313,PH-000728,+91-0630624479,P-001047,PH-000216,+91-4432701851,2026-01-14 10:01:02,1201,OUTGOING,TWR-0154,L-000188,"Railway Station, Chennai",CR-2026-2016
CAL-0000174,P-000371,PH-000134,+91-7139155963,P-000419,PH-000522,+91-7030376371,2026-02-18 15:10:24,2076,INCOMING,TWR-0115,L-000181,"Highway Junction, Chennai",CR-2026-2018
CAL-0000175,P-000049,PH-000732,+91-8264609178,P-000085,PH-000149,+91-3447626393,2026-02-24 01:51:05,2389,OUTGOING,TWR-0354,L-000151,"Warehouse Zone, Salem",CR-2026-2001
CAL-0000176,P-001981,PH-000093,+91-2234232161,P-001734,PH-000814,+91-9673794871,2026-05-28 16:37:12,212,INCOMING,TWR-0360,L-000181,"Highway Junction, Chennai",
CAL-0000177,P-001437,PH-000742,+91-5932971509,P-000004,PH-000231,+91-6718325823,2026-01-28 22:02:51,2298,INCOMING,TWR-0219,L-000097,"Technology Park, Coimbatore",
CAL-0000178,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-03-13 04:06:35,598,INCOMING,TWR-0294,L-000097,"Technology Park, Coimbatore",CR-2026-2004
CAL-0000179,P-001321,PH-000143,+91-3459112382,P-001175,PH-000972,+91-6600767620,2026-06-29 03:16:09,2445,OUTGOING,TWR-0313,L-000026,"Bypass, Krishnagiri",
CAL-0000180,P-000338,PH-000077,+91-4554781376,P-001542,PH-000240,+91-7030453194,2026-03-07 16:42:18,1441,INCOMING,TWR-0323,L-000092,"Old Town, Cuddalore",CR-2026-2007
CAL-0000181,P-001761,PH-000334,+91-6864622522,P-000673,PH-000131,+91-4204482070,2026-08-05 21:05:19,1232,OUTGOING,TWR-0008,L-000136,"Bus Stand, Dindigul",CR-2026-2003
CAL-0000182,P-000173,PH-000659,+91-9145211823,P-000978,PH-000937,+91-6919284552,2026-05-07 10:14:05,577,INCOMING,TWR-0106,L-000112,"Bus Stand, Salem",
CAL-0000183,P-001138,PH-000878,+91-2293946943,P-000601,PH-000261,+91-7795995946,2026-01-11 08:40:02,513,INCOMING,TWR-0070,L-000059,"IT Park, Chennai",CR-2026-2013
CAL-0000184,P-000994,PH-000576,+91-0205698152,P-001303,PH-000786,+91-9608587495,2026-02-26 17:44:40,273,INCOMING,TWR-0292,L-000133,"Old Town, Kanniyakumari",CR-2026-2001
CAL-0000185,P-001535,PH-000105,+91-9121535396,P-001846,PH-000306,+91-3106005313,2026-04-02 06:32:30,3335,OUTGOING,TWR-0388,L-000130,"Auto Nagar, Nagapattinam",
CAL-0000186,P-001652,PH-000139,+91-7606441343,P-001619,PH-000254,+91-0767699150,2026-06-21 17:35:48,1723,OUTGOING,TWR-0109,L-000049,"Technology Park, Nagercoil",
CAL-0000187,P-000371,PH-000134,+91-7139155963,P-000419,PH-000522,+91-7030376371,2026-07-19 15:08:01,3232,INCOMING,TWR-0247,L-000082,"Highway Junction, Nagercoil",
CAL-0000188,P-000290,PH-000222,+91-0182043397,P-001306,PH-000871,+91-6617071587,2026-05-15 23:45:20,477,OUTGOING,TWR-0255,L-000114,"Ring Road, Thanjavur",
CAL-0000189,P-001555,PH-000446,+91-1096227284,P-001755,PH-000658,+91-1739063757,2026-01-03 19:37:17,65,OUTGOING,TWR-0103,L-000047,"Industrial Estate, Salem",
CAL-0000190,P-000891,PH-000483,+91-1096179817,P-001360,PH-000204,+91-1884852008,2026-08-31 16:55:00,3142,OUTGOING,TWR-0353,L-000125,"Textile Market, Hosur",
CAL-0000191,P-000385,PH-000948,+91-9751474397,P-001223,PH-000036,+91-0021946723,2026-02-10 06:46:20,1099,OUTGOING,TWR-0397,L-000062,"Port Area, Chennai",
CAL-0000192,P-000900,PH-000695,+91-8720962893,P-000284,PH-000764,+91-8051371717,2026-04-28 03:40:05,2627,OUTGOING,TWR-0216,L-000023,"Bus Stand, Kanniyakumari",CR-2026-2001
CAL-0000193,P-000605,PH-000013,+91-6739385258,P-000740,PH-000918,+91-3125129311,2026-02-09 09:27:31,579,INCOMING,TWR-0157,L-000113,"Old Town, Tirunelveli",
CAL-0000194,P-000591,PH-000876,+91-3739900631,P-001856,PH-000460,+91-6063399129,2026-03-02 08:36:16,2315,OUTGOING,TWR-0163,L-000102,"Industrial Estate, Hosur",
CAL-0000195,P-001184,PH-000227,+91-1526546103,P-001376,PH-000392,+91-8079705097,2026-06-04 23:25:05,243,INCOMING,TWR-0308,L-000165,"Ring Road, Krishnagiri",
CAL-0000196,P-000570,PH-000073,+91-1406937515,P-001898,PH-000759,+91-7908335061,2026-01-18 19:24:49,2739,OUTGOING,TWR-0315,L-000020,"Residential Colony, Karur",CR-2026-2009
CAL-0000197,P-000493,PH-000317,+91-3553380339,P-001104,PH-000458,+91-2271133228,2026-01-13 18:29:55,2602,INCOMING,TWR-0227,L-000160,"Industrial Estate, Thoothukudi",
CAL-0000198,P-000838,PH-000553,+91-5857567667,P-001601,PH-000261,+91-7795995946,2026-06-26 22:10:28,1911,OUTGOING,TWR-0241,L-000096,"Warehouse Zone, Tiruchirappalli",
CAL-0000199,P-001886,PH-000650,+91-8634255638,P-001913,PH-000761,+91-9833423372,2026-04-07 09:06:37,786,OUTGOING,TWR-0355,L-000002,"Residential Colony, Thanjavur",
CAL-0000200,P-000679,PH-000379,+91-0163611284,P-001642,PH-000578,+91-8217661912,2026-02-17 03:54:53,1761,OUTGOING,TWR-0270,L-000009,"Highway Junction, Krishnagiri",
CAL-0000201,P-001005,PH-000555,+91-8529894062,P-001446,PH-000375,+91-6714628314,2026-03-27 00:40:05,2949,OUTGOING,TWR-0341,L-000042,"Market Road, Dindigul",
CAL-0000202,P-001586,PH-000668,+91-9477352287,P-000935,PH-000461,+91-7102481717,2026-08-20 04:31:48,2076,OUTGOING,TWR-0081,L-000147,"Port Area, Tiruchirappalli",
CAL-0000203,P-000427,PH-000384,+91-7578446834,P-000288,PH-000022,+91-0642569087,2026-05-23 12:53:58,1667,OUTGOING,TWR-0268,L-000090,"Warehouse Zone, Salem",
CAL-0000204,P-000427,PH-000384,+91-7578446834,P-001669,PH-000898,+91-3957865436,2026-01-24 15:58:26,1087,OUTGOING,TWR-0396,L-000030,"Technology Park, Thanjavur",
CAL-0000205,P-000841,PH-000032,+91-9931365651,P-001355,PH-000858,+91-1169666725,2026-06-05 08:36:04,1318,INCOMING,TWR-0044,L-000016,"University Road, Karur",
CAL-0000206,P-001398,PH-000773,+91-9258796434,P-001760,PH-000610,+91-1187181335,2026-07-06 15:28:01,2451,OUTGOING,TWR-0146,L-000178,"Bus Stand, Karur",
CAL-0000207,P-000819,PH-000540,+91-1480263257,P-001235,PH-000072,+91-9297517028,2026-02-08 20:25:47,300,OUTGOING,TWR-0268,L-000009,"Highway Junction, Krishnagiri",
CAL-0000208,P-000365,PH-000543,+91-6443098591,P-001629,PH-000194,+91-9180812135,2026-03-17 23:09:33,720,INCOMING,TWR-0251,L-000197,"IT Park, Tirunelveli",
CAL-0000209,P-001577,PH-000409,+91-7554110825,P-000762,PH-000224,+91-6260856411,2026-07-17 16:51:36,2701,INCOMING,TWR-0370,L-000016,"University Road, Karur",CR-2026-2014
CAL-0000210,P-000435,PH-000312,+91-6252571509,P-001078,PH-000643,+91-7536127515,2026-07-01 16:02:38,541,INCOMING,TWR-0240,L-000015,"SIPCOT, Kanniyakumari",
CAL-0000211,P-001742,PH-000147,+91-0696942152,P-000058,PH-000487,+91-0002589552,2026-04-01 01:15:05,548,OUTGOING,TWR-0302,L-000129,"Warehouse Zone, Nagercoil",CR-2026-2011
CAL-0000212,P-001877,PH-000661,+91-3074645205,P-000461,PH-000428,+91-1660100231,2026-05-30 16:27:07,576,INCOMING,TWR-0105,L-000167,"Old Town, Dindigul",CR-2026-2004
CAL-0000213,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-05-03 21:03:07,1718,OUTGOING,TWR-0307,L-000009,"Highway Junction, Krishnagiri",CR-2026-2008
CAL-0000214,P-000844,PH-000220,+91-4120948181,P-001276,PH-000376,+91-3598926256,2026-07-23 17:00:47,2076,OUTGOING,TWR-0227,L-000114,"Ring Road, Thanjavur",CR-2026-2006
CAL-0000215,P-001060,PH-000485,+91-1371576605,P-001179,PH-000648,+91-9529800615,2026-02-05 06:29:11,1348,OUTGOING,TWR-0269,L-000092,"Old Town, Cuddalore",CR-2026-2019
CAL-0000216,P-001251,PH-000173,+91-9081081866,P-001818,PH-000949,+91-4292501058,2026-05-14 14:37:44,523,INCOMING,TWR-0284,L-000189,"Industrial Estate, Nagapattinam",CR-2026-2001
CAL-0000217,P-001317,PH-000818,+91-7681826832,P-001362,PH-000516,+91-1030021563,2026-02-16 11:55:09,3100,OUTGOING,TWR-0103,L-000077,"Textile Market, Coimbatore",
CAL-0000218,P-001555,PH-000446,+91-1096227284,P-000004,PH-000231,+91-6718325823,2026-02-20 11:48:52,3090,OUTGOING,TWR-0294,L-000128,"Grain Market, Erode",
CAL-0000219,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-01-29 07:46:34,708,INCOMING,TWR-0200,L-000096,"Warehouse Zone, Tiruchirappalli",CR-2026-2012
CAL-0000220,P-001399,PH-000833,+91-8996986091,P-001482,PH-000617,+91-4353537513,2026-04-18 06:30:28,762,INCOMING,TWR-0170,L-000165,"Ring Road, Krishnagiri",
CAL-0000221,P-001423,PH-000758,+91-4332491357,P-000517,PH-000441,+91-1968931350,2026-08-31 23:47:53,1152,OUTGOING,TWR-0029,L-000181,"Highway Junction, Chennai",
CAL-0000222,P-001809,PH-000676,+91-2705102876,P-002000,PH-000836,+91-0392051460,2026-04-24 04:58:16,1388,OUTGOING,TWR-0334,L-000147,"Port Area, Tiruchirappalli",CR-2026-2005
CAL-0000223,P-000603,PH-000125,+91-8536649878,P-000540,PH-000916,+91-6652548374,2026-05-05 02:08:53,1057,OUTGOING,TWR-0291,L-000091,"Industrial Estate, Nagapattinam",
CAL-0000224,P-001742,PH-000147,+91-0696942152,P-000434,PH-000960,+91-0944858623,2026-04-01 04:25:02,1963,OUTGOING,TWR-0126,L-000199,"Port Area, Vellore",
CAL-0000225,P-000687,PH-000812,+91-2906032020,P-001323,PH-000744,+91-3524103977,2026-04-22 02:22:32,2220,INCOMING,TWR-0316,L-000096,"Warehouse Zone, Tiruchirappalli",
CAL-0000226,P-001187,PH-000569,+91-1767929884,P-001411,PH-000435,+91-9226859262,2026-03-22 05:43:15,2840,OUTGOING,TWR-0350,L-000151,"Warehouse Zone, Salem",CR-2026-2006
CAL-0000227,P-000773,PH-000995,+91-6121377306,P-001849,PH-000160,+91-0758777121,2026-07-14 21:37:14,2238,INCOMING,TWR-0325,L-000021,"Old Town, Coimbatore",
CAL-0000228,P-001782,PH-000136,+91-9078515867,P-000588,PH-000623,+91-2128866526,2026-03-21 06:11:09,3571,OUTGOING,TWR-0026,L-000151,"Warehouse Zone, Salem",
CAL-0000229,P-000664,PH-000829,+91-7692743811,P-001556,PH-000554,+91-0806129439,2026-01-05 23:03:59,1957,OUTGOING,TWR-0150,L-000150,"Warehouse Zone, Coimbatore",
CAL-0000230,P-001981,PH-000093,+91-2234232161,P-001475,PH-000215,+91-5447022960,2026-01-20 20:06:09,0,MISSED,TWR-0111,L-000028,"Auto Nagar, Chennai",
CAL-0000231,P-001459,PH-000865,+91-0908144152,P-001690,PH-000917,+91-4171581021,2026-08-07 16:52:17,18,INCOMING,TWR-0136,L-000084,"Residential Colony, Karur",
CAL-0000232,P-000427,PH-000384,+91-7578446834,P-001039,PH-000350,+91-3414111593,2026-04-13 12:05:11,1748,INCOMING,TWR-0328,L-000016,"University Road, Karur",
CAL-0000233,P-001032,PH-000381,+91-1025625889,P-000771,PH-000059,+91-3355486401,2026-03-30 19:56:07,3458,OUTGOING,TWR-0370,L-000054,"Warehouse Zone, Cuddalore",CR-2026-2015
CAL-0000234,P-000035,PH-000634,+91-7827411767,P-001863,PH-000146,+91-0089317342,2026-06-03 11:11:49,269,INCOMING,TWR-0121,L-000091,"Industrial Estate, Nagapattinam",CR-2026-2003
CAL-0000235,P-000542,PH-000240,+91-7030453194,P-001846,PH-000306,+91-3106005313,2026-07-31 08:44:53,3500,INCOMING,TWR-0363,L-000105,"Bypass, Tirunelveli",
CAL-0000236,P-001100,PH-000422,+91-0053424089,P-001204,PH-000333,+91-4364027011,2026-04-12 05:07:51,1267,OUTGOING,TWR-0061,L-000172,"Warehouse Zone, Chennai",
CAL-0000237,P-000582,PH-000069,+91-4523805525,P-001422,PH-000735,+91-0487368269,2026-01-08 16:41:59,333,INCOMING,TWR-0206,L-000195,"Highway Junction, Karur",CR-2026-2006
CAL-0000238,P-001181,PH-000199,+91-2081155626,P-001449,PH-000021,+91-0119470720,2026-03-19 20:28:48,1979,INCOMING,TWR-0258,L-000064,"Residential Colony, Karur",CR-2026-2017
CAL-0000239,P-000493,PH-000317,+91-3553380339,P-001104,PH-000458,+91-2271133228,2026-03-14 16:26:46,1387,OUTGOING,TWR-0285,L-000130,"Auto Nagar, Nagapattinam",
CAL-0000240,P-000637,PH-000427,+91-1637618209,P-000703,PH-000364,+91-5011117830,2026-03-30 17:46:26,2406,OUTGOING,TWR-0125,L-000077,"Textile Market, Coimbatore",
CAL-0000241,P-000754,PH-000260,+91-8065333153,P-001978,PH-000937,+91-6919284552,2026-03-16 06:03:08,2545,OUTGOING,TWR-0399,L-000199,"Port Area, Vellore",
CAL-0000242,P-001846,PH-000306,+91-3106005313,P-001659,PH-000133,+91-2319818984,2026-01-24 19:19:26,2619,OUTGOING,TWR-0333,L-000017,"Ring Road, Hosur",
CAL-0000243,P-001032,PH-000381,+91-1025625889,P-000247,PH-000533,+91-2354940128,2026-05-30 04:15:11,3082,OUTGOING,TWR-0250,L-000160,"Industrial Estate, Thoothukudi",
CAL-0000244,P-001652,PH-000139,+91-7606441343,P-001904,PH-000151,+91-9735971072,2026-02-10 21:08:45,1820,OUTGOING,TWR-0158,L-000005,"SIPCOT, Cuddalore",
CAL-0000245,P-001459,PH-000865,+91-0908144152,P-001690,PH-000917,+91-4171581021,2026-08-11 10:45:22,1303,INCOMING,TWR-0080,L-000092,"Old Town, Cuddalore",
CAL-0000246,P-001440,PH-000141,+91-5612481569,P-001703,PH-000364,+91-5011117830,2026-05-21 07:10:36,2413,INCOMING,TWR-0208,L-000094,"IT Park, Hosur",
CAL-0000247,P-001170,PH-000085,+91-9042902572,P-001175,PH-000972,+91-6600767620,2026-08-29 09:42:09,2070,INCOMING,TWR-0123,L-000009,"Highway Junction, Krishnagiri",
CAL-0000248,P-001144,PH-000781,+91-5622949381,P-001856,PH-000460,+91-6063399129,2026-02-18 05:28:05,1898,OUTGOING,TWR-0035,L-000081,"Textile Market, Karur",
CAL-0000249,P-001459,PH-000865,+91-0908144152,P-001690,PH-000917,+91-4171581021,2026-03-16 11:46:14,2898,INCOMING,TWR-0135,L-000181,"Highway Junction, Chennai",
CAL-0000250,P-001032,PH-000381,+91-1025625889,P-000279,PH-000493,+91-3438364041,2026-03-03 16:42:12,560,OUTGOING,TWR-0354,L-000016,"University Road, Karur",CR-2026-2001
CAL-0000251,P-000163,PH-000287,+91-9966361863,P-001563,PH-000760,+91-5814888107,2026-07-19 22:55:49,780,OUTGOING,TWR-0339,L-000153,"University Road, Krishnagiri",
CAL-0000252,P-001907,PH-000832,+91-7397396417,P-000476,PH-000500,+91-5130523124,2026-03-07 19:15:53,839,OUTGOING,TWR-0372,L-000189,"Industrial Estate, Nagapattinam",
CAL-0000253,P-001251,PH-000173,+91-9081081866,P-001818,PH-000949,+91-4292501058,2026-05-30 12:00:51,3123,INCOMING,TWR-0326,L-000092,"Old Town, Cuddalore",
CAL-0000254,P-001622,PH-000603,+91-5960945449,P-001949,PH-000335,+91-3728179323,2026-07-30 18:05:53,1485,OUTGOING,TWR-0125,L-000064,"Residential Colony, Karur",CR-2026-2016
CAL-0000255,P-001125,PH-000459,+91-8985725459,P-000119,PH-000848,+91-8969645465,2026-04-11 11:03:42,3424,INCOMING,TWR-0056,L-000139,"Ring Road, Nagapattinam",CR-2026-2011
CAL-0000256,P-000149,PH-000447,+91-7657041200,P-001518,PH-000103,+91-8646317520,2026-06-17 16:56:32,3448,OUTGOING,TWR-0314,L-000161,"University Road, Salem",
CAL-0000257,P-000954,PH-000906,+91-2261896288,P-001242,PH-000266,+91-3425832302,2026-01-08 14:31:14,2826,OUTGOING,TWR-0378,L-000165,"Ring Road, Krishnagiri",
CAL-0000258,P-001620,PH-000562,+91-4979162022,P-001943,PH-000020,+91-1286391741,2026-06-13 01:24:33,2804,INCOMING,TWR-0221,L-000071,"Port Area, Madurai",CR-2026-2008
CAL-0000259,P-001620,PH-000562,+91-4979162022,P-001943,PH-000020,+91-1286391741,2026-08-16 03:57:17,2411,OUTGOING,TWR-0038,L-000058,"Bus Stand, Krishnagiri",CR-2026-2009
CAL-0000260,P-001448,PH-000808,+91-7425859177,P-001536,PH-000671,+91-2158350344,2026-04-02 00:46:30,2676,OUTGOING,TWR-0025,L-000147,"Port Area, Tiruchirappalli",
CAL-0000261,P-000756,PH-000805,+91-0702608698,P-000797,PH-000430,+91-2797245723,2026-02-06 15:59:01,3101,OUTGOING,TWR-0127,L-000147,"Port Area, Tiruchirappalli",
CAL-0000262,P-000148,PH-000175,+91-1722601645,P-000966,PH-000602,+91-7320441384,2026-03-20 05:57:03,2137,OUTGOING,TWR-0245,L-000096,"Warehouse Zone, Tiruchirappalli",CR-2026-2013
CAL-0000263,P-001943,PH-000020,+91-1286391741,P-001470,PH-000340,+91-9655553566,2026-02-06 01:55:06,3418,OUTGOING,TWR-0125,L-000004,"Grain Market, Thanjavur",CR-2026-2003
CAL-0000264,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-01-09 21:42:37,3504,INCOMING,TWR-0067,L-000012,"Bus Stand, Madurai",
CAL-0000265,P-001060,PH-000485,+91-1371576605,P-001179,PH-000648,+91-9529800615,2026-07-25 03:28:30,1525,OUTGOING,TWR-0159,L-000130,"Auto Nagar, Nagapattinam",
CAL-0000266,P-001679,PH-000379,+91-0163611284,P-001828,PH-000170,+91-6592661085,2026-08-04 00:30:30,0,MISSED,TWR-0306,L-000032,"Residential Colony, Nagapattinam",
CAL-0000267,P-000663,PH-000961,+91-9453546147,P-001785,PH-000484,+91-8904633786,2026-03-15 02:07:43,672,INCOMING,TWR-0266,L-000126,"Warehouse Zone, Thoothukudi",
CAL-0000268,P-001652,PH-000139,+91-7606441343,P-000734,PH-000814,+91-9673794871,2026-02-19 01:40:49,2741,INCOMING,TWR-0023,L-000091,"Industrial Estate, Nagapattinam",
CAL-0000269,P-000838,PH-000553,+91-5857567667,P-001601,PH-000261,+91-7795995946,2026-01-25 04:43:31,3478,OUTGOING,TWR-0137,L-000199,"Port Area, Vellore",
CAL-0000270,P-000278,PH-000568,+91-2259572446,P-000198,PH-000272,+91-2868578725,2026-05-06 23:48:24,2440,OUTGOING,TWR-0344,L-000152,"Warehouse Zone, Coimbatore",
CAL-0000271,P-000679,PH-000379,+91-0163611284,P-001642,PH-000578,+91-8217661912,2026-04-26 03:20:03,636,OUTGOING,TWR-0352,L-000188,"Railway Station, Chennai",CR-2026-2016
CAL-0000272,P-000010,PH-000257,+91-7232002496,P-000592,PH-000857,+91-2339220715,2026-06-22 13:19:48,1547,INCOMING,TWR-0026,L-000015,"SIPCOT, Kanniyakumari",CR-2026-2019
CAL-0000273,P-000195,PH-000886,+91-9025425730,P-000427,PH-000384,+91-7578446834,2026-05-05 18:38:49,2754,OUTGOING,TWR-0207,L-000102,"Industrial Estate, Hosur",
CAL-0000274,P-000069,PH-000220,+91-4120948181,P-001787,PH-000113,+91-7624671978,2026-06-07 23:37:00,2668,INCOMING,TWR-0143,L-000031,"Highway Junction, Dindigul",
CAL-0000275,P-000664,PH-000829,+91-7692743811,P-001556,PH-000554,+91-0806129439,2026-05-02 05:58:27,2518,INCOMING,TWR-0378,L-000147,"Port Area, Tiruchirappalli",CR-2026-2001
CAL-0000276,P-000419,PH-000522,+91-7030376371,P-000252,PH-000708,+91-6731625265,2026-02-23 08:11:57,2270,INCOMING,TWR-0362,L-000153,"University Road, Krishnagiri",
